,Sensor-1,Sensor-2,Sensor-3,Sensor-4,Sensor-5,Sensor-7,Sensor-8,Sensor-9,Sensor-10,Sensor-11,Sensor-12,Sensor-13,Sensor-15,Sensor-16,Sensor-17,Sensor-18,Sensor-20,Sensor-21,Sensor-22,Sensor-23,Sensor-24,Sensor-25,Sensor-26,Sensor-27,Sensor-29,Sensor-30,Sensor-33,Sensor-34,Sensor-38,Sensor-39,Sensor-40,Sensor-41,Sensor-42,Sensor-44,Sensor-45,Sensor-46,Sensor-47,Sensor-48,Sensor-49,Sensor-51,Sensor-52,Sensor-54,Sensor-55,Sensor-56,Sensor-57,Sensor-58,Sensor-59,Sensor-60,Sensor-62,Sensor-63,Sensor-64,Sensor-65,Sensor-66,Sensor-67,Sensor-68,Sensor-69,Sensor-71,Sensor-72,Sensor-74,Sensor-76,Sensor-77,Sensor-78,Sensor-79,Sensor-80,Sensor-81,Sensor-82,Sensor-83,Sensor-84,Sensor-85,Sensor-86,Sensor-87,Sensor-88,Sensor-89,Sensor-90,Sensor-91,Sensor-92,Sensor-93,Sensor-94,Sensor-95,Sensor-96,Sensor-100,Sensor-101,Sensor-102,Sensor-103,Sensor-104,Sensor-105,Sensor-108,Sensor-109,Sensor-110,Sensor-111,Sensor-112,Sensor-113,Sensor-114,Sensor-115,Sensor-116,Sensor-117,Sensor-118,Sensor-119,Sensor-120,Sensor-121,Sensor-122,Sensor-123,Sensor-124,Sensor-127,Sensor-129,Sensor-130,Sensor-132,Sensor-133,Sensor-134,Sensor-135,Sensor-136,Sensor-137,Sensor-138,Sensor-139,Sensor-140,Sensor-141,Sensor-143,Sensor-144,Sensor-145,Sensor-146,Sensor-147,Sensor-148,Sensor-149,Sensor-151,Sensor-152,Sensor-153,Sensor-156,Sensor-157,Sensor-160,Sensor-161,Sensor-162,Sensor-163,Sensor-164,Sensor-165,Sensor-166,Sensor-167,Sensor-168,Sensor-169,Sensor-170,Sensor-171,Sensor-172,Sensor-173,Sensor-174,Sensor-176,Sensor-177,Sensor-178,Sensor-181,Sensor-182,Sensor-183,Sensor-184,Sensor-185,Sensor-189,Sensor-196,Sensor-197,Sensor-198,Sensor-199,Sensor-200,Sensor-201,Sensor-202,Sensor-203,Sensor-204,Sensor-205,Sensor-206,Sensor-208,Sensor-209,Sensor-211,Sensor-212,Sensor-213,Sensor-214,Sensor-215,Sensor-216,Sensor-217,Sensor-218,Sensor-219,Sensor-220,Sensor-221,Sensor-222,Sensor-223,Sensor-224,Sensor-225,Sensor-226,Sensor-228,Sensor-229,Sensor-239,Sensor-240,Sensor-245,Sensor-246,Sensor-247,Sensor-248,Sensor-249,Sensor-253,Sensor-254,Sensor-256,Sensor-268,Sensor-269,Sensor-270,Sensor-317,Sensor-334,Sensor-344,Sensor-346,Sensor-347,Sensor-359,Sensor-368,Sensor-413,Sensor-419,Sensor-420,Sensor-424,Sensor-433,Sensor-434,Sensor-439,Sensor-440,Sensor-461,Sensor-469,Sensor-473,Sensor-481,Sensor-483,Sensor-484,Sensor-485,Sensor-486,Sensor-487,Sensor-488,Sensor-489,Sensor-490,Sensor-500,Sensor-501,Sensor-511,Sensor-512,Sensor-547,Sensor-548,Sensor-549,Sensor-550,Sensor-551,Sensor-552,Sensor-556,Sensor-559,Sensor-560,Sensor-563,Sensor-564,Sensor-565,Sensor-566,Sensor-571,Sensor-572,Sensor-573,Sensor-579,Sensor-580,Sensor-582,Sensor-583,Sensor-584,Good/Bad
40,3085.1,2500.13,2199.6334,1242.842,1.4083,99.2178,0.1221,1.4873,0.0121,0.0121,0.9278,202.9766,6.6826,395.9674,10.341,0.959,12.5967,1.4228,-5451.75,2461.5,-4268.75,-43.25,1.3317,2.008,70.7778,2.4,87.1883,9.0145,66.1433,86.7608,118.2592,78.27,3.075,350.3927,10.2542,133.1136,725.6465,1.0503,139.7009,623.2073,125.4432,4.574,4.804,2851.0,0.9327,0.952,4.5531,2.4209,10.5215,115.5345,14.3253,17.5791,22.2504,703.3961,1.1001,141.8818,610.4409,104.6959,465.2447,-0.0155,0.0146,0.0473,0.0049,0.0009,0.0517,-0.0639,0.1112,7.6143,0.1448,0.1091,2.373,0.9891,1812.2497,0.1992,8832.34,0.0296,0.0,0.0007,0.0,0.0,0.0065,0.0002,0.0,-0.0514,-0.0112,-0.0001,-0.0078,-0.0407,0.9795,102.099,231.8302,,0.9488,0.0,723.6714,0.9909,59.0937,0.5862,0.9806,6.0841,15.88,3.636,15.92,2.857,3.316,-0.1419,0.9972,2.3984,1015.5056,40.1991,132,211.6,173.2,54.6001,398.835,0.11,5.98,0.0032,0.1127,0.0607,0.0504,0.0529,10.0803,3.821,12.144,0.4375,0.28,0.0298,596,343,2586,782,0.04,0.073,0.334,3.0,1.3,0.186,0.274,0.4776,0.0723,0.383,0.5757,0.6765,0.1388,1.108,20.18,0.474,16.7,32.835,0.1138,33.996,0.344,17.15,15.75,1.227,33.3,25.91,17.15,20.831,32.002,0.3012,9.46,28.33,96.603,0.0669,0.0516,0.0746,0.0205,0.074,0.0958,0.0447,0.0222,3.0338,0.0015,0.0141,0.0511,0.0014,128.1179,0.0332,1045.4004,0.0118,0.0125,0.0043,0.0069,0.0037,1.5947,4.2752,,0.0175,2.0921,0.027,0.2142,0.1578,13.91,2.187,5.915,5.7101,9.7781,10.0618,3.5346,0.003,0.0025,32.0906,502.1717,417.1754,57.178,60.5798,0.0,54.1667,91.4255,27.1007,708.4114,180.8688,92.2701,432.1356,352.8205,157.7167,416.2437,0.0,185.2998,69.9804,19.9595,0.0,0.0,38.2222,0.0,0.5771,405.464,72.812,0.3101,21.81,0.71,53.7363,1.1069,0.6043,261.262,0.911,1.49,0.1335,538.4991,2.2135,8.72,,,,0.5006,0.0113,-1
41,3212.46,2522.41,2200.2333,1173.8377,1.3281,101.6111,0.1211,1.465,0.0035,0.0053,0.977,196.4256,10.7101,413.7045,9.056,0.9803,12.5376,1.4039,-5249.0,2635.75,-3707.75,-455.25,1.275,1.9987,73.4111,2.4444,85.188,8.9562,66.2283,86.8401,118.0178,78.17,2.774,356.55,10.2401,129.4855,727.9092,1.2739,140.01,626.0455,46.4771,4.681,4.908,2843.0,0.9314,0.9536,4.6336,13.5518,10.221,123.0373,6.4705,6.4482,8.7636,719.1456,0.861,148.8982,631.5973,106.8555,468.7424,-0.0042,0.0082,0.074,0.051,0.0044,0.0519,0.0351,-0.0309,7.483,0.1278,0.108,2.4358,0.9868,1907.9462,0.1999,9342.5102,0.0237,0.0008,0.0016,0.0,0.0,0.0186,-0.0002,0.0001,0.0039,-0.0141,-0.0003,0.1579,0.1403,0.9772,100.6942,232.1388,0.4376,0.9541,0.0,789.1864,0.9912,59.1108,0.5948,0.9615,6.3099,15.88,3.636,15.92,2.857,3.316,-0.1419,0.9972,2.3984,1015.5056,40.1991,71,178.4,159.8,52.0999,290.196,0.2048,6.89,0.0039,0.1254,0.05,0.0492,0.0062,5.0777,10.463,6.319,1.103,0.22,0.1062,500,387,1185,2433,0.232,0.051,0.122,5.4,1.5,0.156,0.385,0.8045,0.1741,0.3415,0.4744,0.9507,0.245,0.177,21.97,0.284,7.26,28.886,0.5828,35.712,0.265,4.15,22.48,0.515,6.62,3.21,4.15,6.112,34.498,0.1131,8.28,24.61,78.578,0.0809,0.0458,0.04,0.0683,0.1219,0.0389,0.0609,0.0286,2.6374,0.0019,0.0063,0.0574,0.0067,144.9377,0.0203,649.7998,0.0203,0.0155,0.004,0.006,0.0013,0.8091,3.0163,0.2298,0.0132,1.8923,0.027,0.264,0.1578,13.91,2.187,6.8253,6.8268,7.5595,6.0599,2.5274,0.002,0.0022,24.722,0.0,921.7799,97.6929,31.9601,534.4316,61.3636,84.2232,76.8379,30.6232,49.61,73.5367,0.0,558.5366,54.0541,133.9872,0.0,74.9518,173.6279,92.7066,0.0,964.9805,28.4698,0.0,0.6807,409.036,73.736,0.3796,17.35,1.46,55.7564,1.0038,0.1975,246.984,0.7191,8.02,0.1899,534.6682,2.0435,9.43,,,,0.4936,0.0131,1
42,2982.07,2447.06,2199.6334,1242.842,1.4083,99.2178,0.1221,1.4542,0.0142,-0.0064,0.9711,198.0467,7.4476,409.1458,9.4485,0.9742,12.5094,1.419,-5603.75,2603.0,-1997.5,271.25,1.3275,1.9743,73.1222,2.3667,85.7243,8.3542,66.0026,86.6266,119.8178,81.66,3.051,360.0782,10.0463,125.2255,723.7923,1.3429,136.6491,621.9527,218.0704,4.671,4.94,2848.0,0.9304,0.9455,4.6334,3.0945,10.6466,108.32,20.3154,16.9055,23.0596,700.7326,1.0924,136.3209,601.6373,112.6009,,-0.0106,0.0056,-0.0343,0.0118,0.0093,0.032,-0.0239,0.0065,7.0751,0.1332,0.1133,2.4174,0.9905,1766.5759,0.2036,8449.4602,0.0257,0.0016,0.0003,-0.0001,0.0,-0.0372,-0.0001,-0.0001,-0.0134,-0.0108,0.0005,0.0999,0.0293,0.9772,101.455,231.1495,0.4599,0.9603,0.0,726.2929,0.9905,60.4254,0.5991,0.9769,5.1259,15.84,6.101,15.89,2.536,3.246,-0.8988,0.9968,2.2646,1010.0522,40.201,153,140.6,116.6,54.6001,398.835,0.11,5.98,0.0032,0.1251,0.0553,0.0398,0.0116,6.4621,4.652,20.031,0.3958,0.19,0.135,270,314,3900,873,0.081,0.105,0.148,1.9,1.9,0.189,0.451,0.7056,0.1562,0.3573,0.5707,0.8481,0.2083,0.23,18.58,0.514,4.2,27.043,0.1276,64.401,0.274,7.01,23.29,0.401,3.96,27.39,7.01,7.78,33.207,0.0949,2.3,27.39,71.414,0.0904,0.0494,0.0343,0.0219,0.0759,0.0647,0.0805,0.057,2.9937,0.0045,0.0101,0.0671,0.001,98.8917,0.0482,1493.4004,0.0157,0.013,0.0099,0.0055,0.0047,0.8131,3.9182,0.015,0.0249,1.6026,0.0345,0.1621,0.0814,19.79,3.6473,5.7734,7.1933,8.3539,,,0.0027,0.0028,32.0906,388.9231,618.8533,62.4628,195.2441,321.8433,80.2817,106.5789,29.5322,226.5276,134.8237,63.4222,853.3333,886.0987,99.8544,185.9873,817.7778,202.3456,337.1728,880.3089,951.5152,0.0,91.9861,0.0,,,,,,,,1.0169,0.5697,260.822,0.7496,6.67,0.2645,534.3127,2.1819,7.93,,,,0.4993,0.0151,-1
43,3116.38,2404.13,2212.8667,1066.9539,0.8161,101.6156,0.1203,1.5084,-0.0118,-0.0023,0.9744,199.6094,10.9739,414.3028,9.6223,0.9769,12.5106,1.4185,-5662.0,2423.25,-3392.25,-957.75,1.3538,2.015,68.8444,2.2,83.5811,8.6068,66.337,86.5437,118.2942,82.25,3.673,348.8618,9.8744,136.8682,723.1792,1.2416,139.4655,625.1955,229.6278,4.537,4.751,2861.0,0.9311,0.9549,4.8475,-1.2336,10.3096,115.6345,15.191,21.2336,28.577,694.6022,0.942,146.3782,610.0045,145.2795,464.794,-0.018,0.0117,0.009,0.0569,-0.0012,0.0341,-0.0121,-0.0341,7.593,0.1368,,2.3762,0.9907,1825.8952,0.1949,9248.9899,0.05,0.0011,-0.001,0.0002,-0.0002,-0.0102,-0.0003,0.0002,-0.0094,-0.0131,0.0001,-0.06,-0.1937,,,,0.4654,0.955,0.0,717.5179,0.9911,58.988,0.5894,0.9616,6.351,15.88,3.636,15.92,2.857,3.316,-0.1419,0.9972,2.3984,1015.5056,40.1991,101,89.2,111.6,60.8999,352.42,0.095,8.88,0.0037,0.1198,0.0455,0.0334,0.0085,5.7888,11.132,8.812,0.4045,0.23,0.0486,3362,306,457,3122,0.117,0.114,0.119,1.8,1.5,0.134,0.633,0.8201,0.0869,0.4208,0.6167,0.9981,0.2325,0.415,22.26,0.592,6.28,26.338,0.1341,33.504,0.207,7.62,21.2,0.445,7.88,22.2,7.62,9.799,33.6071,0.0629,5.95,22.2,65.252,0.0645,0.0248,0.0931,0.0229,0.1088,0.0492,0.0777,0.0555,3.7785,0.0036,,0.0793,0.0009,80.412,0.0338,636.1006,0.0173,0.0244,0.0048,0.0057,,,,0.0202,0.022,1.7846,0.0281,0.2222,0.1578,13.91,2.187,7.0915,6.2204,6.791,6.4281,1.8254,,0.0044,33.0305,384.5747,0.0,101.4406,13.4719,325.9723,68.1818,75.9924,14.5906,617.6861,146.1396,44.9148,358.3333,212.4197,0.0,40.2284,0.0,144.1758,643.4783,162.7566,0.0,0.0,36.7816,0.0,,,,,,,,1.0008,0.1593,250.776,0.9144,11.33,0.2484,531.8455,2.2544,8.64,,,,0.5059,0.0191,-1
44,3123.02,2488.96,2240.8666,2048.2566,1.162,86.3822,0.1233,1.554,-0.0049,0.0129,0.9771,198.1312,8.0044,420.9347,9.8314,0.9805,12.5376,1.4048,-5477.5,2709.5,-4394.5,-5499.25,1.3133,1.9535,75.7556,1.8111,85.5246,8.2832,66.0304,87.3204,118.0946,10.11,4.515,358.5727,10.2671,126.1627,724.6598,1.2995,145.7664,630.5018,44.4382,4.681,4.908,2843.0,0.9314,0.9536,4.6336,4.4409,10.5383,110.6036,10.3328,15.5591,19.5942,705.0656,1.016,152.19,621.2936,84.0137,469.0795,-0.0152,0.0043,0.0205,0.0098,0.0185,0.0286,-0.0348,-0.0056,7.2205,0.1345,,2.3836,0.9885,1727.1871,0.1979,9074.7701,0.0045,-0.0105,0.0075,-0.0001,-0.0001,-0.0651,-0.0004,-0.0003,0.1043,-0.0136,0.0009,-0.0103,-0.0276,,,,,0.9229,0.0,661.9762,0.9907,59.0061,0.5893,0.9629,6.3694,15.85,3.202,15.87,2.822,3.398,-1.56,0.9985,2.3936,1017.0267,41.0626,80,163.4,98.2,62.1001,426.785,0.2779,4.08,0.0034,0.097,0.0435,0.0476,0.007,8.4203,5.267,18.36,0.4647,0.22,0.1172,674,187,3240,7961,0.188,0.094,0.158,2.3,1.4,0.126,0.275,0.6555,0.1063,0.1581,0.426,0.7429,0.1601,0.281,21.39,0.212,5.82,29.317,0.3431,31.632,0.265,4.71,17.32,0.368,6.03,15.66,4.71,4.89,29.887,0.312,7.3,21.65,90.838,0.0662,0.0441,0.1214,0.0655,0.0659,0.1196,0.098,0.0467,3.1271,0.0032,,0.0458,0.002,93.1145,0.0917,1036.2998,0.0158,0.0153,0.0155,0.0047,,,,,0.0408,4.0498,0.0135,0.6115,0.12,16.48,5.2848,6.0475,5.6778,5.8549,7.6577,3.8156,,0.0033,20.8365,890.0256,367.7451,65.8016,73.7285,144.7652,77.3006,96.9231,71.182,106.0594,151.556,108.1228,436.9637,0.0,591.4738,670.0767,356.0959,418.5477,281.8116,837.6682,150.7634,203.4574,113.9706,537.1429,1.5168,413.548,75.286,0.7927,23.62,1.22,52.2623,0.9581,0.3369,248.304,0.8168,4.67,0.5186,531.5127,2.2373,13.81,,,,0.4948,0.0145,-1
45,3078.6,2441.68,2213.5111,1183.4356,0.7531,103.0911,0.1199,1.525,-0.01,0.001,0.9614,201.5815,6.7895,402.2448,9.5789,0.9764,12.5376,1.4091,-6521.5,2911.75,1094.0,1520.25,0.991,1.8592,66.0222,2.6889,85.7204,9.0811,67.0243,86.8444,117.6492,78.98,2.911,350.9055,10.0127,136.8891,727.0927,1.2032,142.4036,630.1982,47.4493,4.652,4.882,2816.0,0.9376,0.9528,4.8111,-4.6109,10.4773,112.2782,15.2727,24.6109,31.4433,695.6495,0.8932,150.4827,614.9255,118.6573,464.9137,0.011,0.02,-0.0156,0.06,-0.005,0.02,-0.0238,-0.003,6.8883,0.1299,,2.4633,0.9899,1765.2269,0.1937,8947.57,-0.0205,0.0023,0.0004,0.0,0.0,-0.0223,-0.0003,0.0,-0.0336,-0.0142,0.0003,-0.0421,0.0425,,,,0.4667,0.9279,0.0,767.7514,0.9918,58.8545,0.58,0.965,6.3884,15.84,6.101,15.89,2.536,3.246,-0.8988,0.9968,2.2646,1010.0522,40.201,90,83.2,41.9,69.7998,431.246,0.118,6.62,0.0042,0.1254,0.044,0.0373,0.0126,8.4028,4.266,12.293,0.6568,0.22,0.0516,195,220,20032,57,0.044,0.028,0.172,3.4,1.0,0.094,0.146,0.9612,0.0836,0.4195,0.8014,0.8806,0.2726,0.258,16.87,0.402,6.04,24.648,0.2557,29.556,0.226,6.29,19.96,0.25,6.19,13.41,6.29,9.32,30.753,0.0997,9.24,13.41,77.274,0.0623,0.0476,0.0299,0.0448,0.1051,0.0542,0.0951,0.0375,5.3246,0.0034,,0.034,0.0023,135.0997,0.0221,357.7998,0.0139,0.0143,0.0036,0.0068,,,,0.0427,0.0094,1.1999,0.0471,0.4823,0.0814,19.79,3.6473,4.7402,6.1291,4.7598,4.7505,2.7604,,0.0029,36.4402,438.9027,0.0,62.8319,0.0,3.7494,37.1901,50.9639,62.2897,136.4156,87.8035,65.1237,564.12,238.2979,191.36,74.6978,0.0,270.3242,399.5798,0.0,596.2466,0.0,25.3521,0.0,0.8035,399.06,73.546,0.1254,16.23,0.87,15.604,0.9361,0.2724,264.272,0.5671,4.98,0.0877,535.9636,2.2026,6.77,,,,0.5009,0.0126,-1
46,2921.73,2515.91,2189.3556,2363.6412,2.1415,83.4233,0.1246,1.5793,0.0021,0.0037,0.9643,199.2838,11.6085,409.2955,9.7225,0.9779,12.5106,1.4092,-5632.75,2600.5,-4297.5,-1918.0,1.2725,1.9897,68.6444,2.8222,84.7176,8.7373,66.2031,86.252,118.3632,80.63,2.919,360.7736,10.1768,126.9055,728.5316,1.3963,143.4355,631.1145,221.9217,4.603,4.804,2867.0,0.9298,0.9582,4.6393,1.89,10.6525,108.7955,16.0385,18.11,24.9871,703.5445,0.981,148.3864,616.6809,122.6039,,-0.0198,0.0017,0.0541,0.0235,0.0097,-0.0007,-0.0192,-0.0031,7.5313,0.1336,,2.4036,0.9876,1790.6877,0.605,8421.2,-0.0142,0.0025,0.0007,-0.0002,0.0,0.0019,-0.0005,0.0,-0.0148,-0.0131,0.0,0.029,-0.0164,,,,0.4592,0.9329,0.0,718.7465,0.9628,56.9124,0.5904,0.96,6.3951,15.85,3.202,15.87,2.822,3.398,-1.56,0.9985,2.3936,1017.0267,41.0626,83,74.4,40.4,74.0,384.678,0.7449,4.05,0.0067,0.072,0.05,0.0591,0.0104,8.9714,5.998,12.118,0.4787,0.23,0.0706,657,295,2449,7141,0.067,0.112,0.157,3.4,1.0,0.124,0.451,0.4973,0.0719,0.2865,0.5837,0.7506,0.2337,0.391,20.44,0.316,5.34,29.203,0.1393,62.133,0.293,4.51,20.81,0.317,8.01,22.44,4.51,9.411,36.283,0.1118,4.83,28.3,109.185,0.072,0.0843,0.0526,0.0218,0.0404,0.1233,0.077,0.0397,4.1645,0.0024,,0.0695,0.002,108.9407,0.5035,1212.7998,0.0135,0.0163,0.0035,0.0052,,,,0.017,0.0379,1.9319,0.0209,0.2998,0.12,16.48,5.2848,6.4735,6.9115,8.3809,,,,0.0039,16.2748,0.0,0.0,51.6688,56.9866,372.3149,35.4331,54.7327,27.9977,238.6243,139.9134,89.0551,363.8661,0.0,97.2723,92.6674,415.9588,0.0,401.0417,0.0,540.0,0.0,26.7431,0.0,2.0419,408.276,80.18,0.522,23.28,1.24,25.5675,1.0594,0.7241,247.658,0.8979,4.0,0.3069,532.4645,2.2512,8.25,,,,0.4993,0.0098,-1
47,3060.41,2453.75,2196.0,1230.0293,0.7684,97.5578,0.1219,1.408,0.013,0.0044,0.9682,199.1476,8.4704,404.8013,9.5479,0.979,12.4978,1.389,-5619.25,2767.0,-3693.5,6172.25,1.297,1.9705,73.4333,1.9667,84.525,8.7932,66.2803,86.7223,118.023,79.27,3.05,348.6136,9.9705,134.1082,720.4397,1.2889,146.8527,629.5745,232.9775,4.537,4.751,2861.0,0.9311,0.9549,4.8475,0.4527,10.3193,114.5609,13.3781,19.5473,27.2483,693.1915,0.9095,153.6327,616.1964,115.8104,,-0.0062,-0.0039,-0.0345,0.0233,0.0075,-0.0038,-0.0149,-0.0157,7.4655,0.1363,,2.4398,0.9915,1791.7535,0.2275,8257.01,-0.0062,0.0033,0.0005,0.0,0.0,0.0028,0.0,-0.0001,-0.0003,-0.0107,0.0,0.0412,0.074,,,,0.4701,0.9467,0.0,637.5776,0.9906,58.9508,0.6071,0.9791,6.296,15.86,3.583,15.84,2.825,3.347,0.0,1.001,2.3938,1013.6911,37.595,90,46.5,51.3,49.1001,474.181,0.0669,5.23,0.0033,0.1313,0.0643,0.0546,0.0101,8.9743,4.68,11.013,0.4583,0.28,0.0589,878,609,2126,20806,0.131,0.123,0.139,5.0,0.7,0.124,0.564,0.8986,0.1371,0.3487,0.6637,0.9576,0.3441,0.345,20.06,0.495,6.46,26.344,0.1094,44.72,0.207,6.44,20.82,0.296,7.12,16.08,6.44,11.121,34.271,0.1103,11.02,16.08,67.247,0.0866,0.0351,0.0254,0.0271,0.0596,0.0924,0.0853,0.0573,3.789,0.0035,,0.0306,0.0007,98.5042,0.0541,1635.2998,0.018,0.0141,0.0049,0.0058,,,,0.0401,0.0259,3.4711,0.0226,0.5511,0.1004,19.15,4.7601,6.5385,6.0302,4.9704,,,,0.0038,38.5504,495.8072,0.0,55.2515,57.5606,337.0894,35.5932,80.5195,19.195,0.0,120.1962,58.0665,0.0,905.8065,73.5699,116.309,794.005,0.0,571.5243,364.3879,544.4234,0.0,45.741,0.0,,,,,,,,0.9395,0.4198,248.964,0.681,3.63,0.122,531.8455,2.2544,8.64,0.0147,0.0095,65.0365,0.5001,0.0168,-1
48,3030.23,2568.32,2196.0,1230.0293,0.7684,97.5578,0.1219,1.4411,0.0096,0.009,0.9674,202.6138,12.8362,422.6985,9.2977,0.9805,12.5429,1.3843,-5619.0,2612.0,-7316.5,-4185.25,1.2997,1.9398,72.3444,1.8556,84.3084,8.3591,65.973,86.9351,117.9356,79.94,3.054,352.7664,10.0015,134.5673,725.8119,1.1494,136.7382,624.0718,52.2361,4.619,4.869,2837.0,0.9345,0.9486,4.676,-0.2036,10.4473,114.3636,9.0228,20.2036,25.7144,700.0975,1.0135,151.4273,616.2455,128.5353,,-0.0199,0.0042,-0.015,0.0558,0.0147,0.0064,-0.0267,0.0162,7.1623,0.1351,,2.2735,0.9896,1766.5687,0.1876,8535.13,-0.0616,-0.0065,0.0021,-0.002,0.0003,-0.0307,0.0004,-0.0024,-0.0057,-0.0117,0.0004,0.2934,-0.0165,,,,0.4573,0.9346,0.0,651.6467,0.9909,59.1015,0.5973,0.9591,6.5521,15.85,3.202,15.87,2.822,3.398,-1.56,0.9985,2.3936,1017.0267,41.0626,111,74.4,92.6,49.1001,474.181,0.0669,5.23,0.0033,0.1679,0.088,0.0901,0.0096,7.7701,7.749,7.232,1.0796,0.22,0.0706,677,270,4909,5178,0.11,0.038,0.138,1.5,1.4,0.11,0.529,0.486,0.1807,0.2914,0.6304,0.7801,0.3024,0.254,23.15,0.631,5.61,21.923,0.2128,19.488,0.247,7.98,19.63,0.19,7.5,15.0,7.98,10.904,32.827,0.2191,4.95,19.97,107.312,0.097,0.0425,0.0795,0.0363,0.1419,0.1079,0.0601,0.0429,3.8007,0.0044,,0.0708,0.0022,157.6111,0.0301,498.2002,0.0725,0.2133,0.0052,0.0064,,,,0.0227,0.0238,3.213,0.0255,0.1767,0.12,16.48,5.2848,6.2248,5.7315,6.313,,,,0.0357,38.5504,917.8618,996.9571,60.3684,67.0949,123.7202,75.4491,72.0524,37.3075,0.0,166.2455,83.4884,486.9783,0.0,530.8848,65.0246,965.3061,0.0,224.8831,265.2241,0.0,0.0,44.397,0.0,1.581,387.356,71.834,1.3333,16.15,1.05,84.3319,0.9619,0.1282,248.668,0.8139,4.77,0.1874,532.0973,2.1448,9.6,,,,0.4981,0.0136,-1
49,2998.89,2532.66,2189.3556,2363.6412,2.1415,83.4233,0.1246,1.4108,0.0095,-0.0026,0.9484,199.4045,6.5451,404.2949,9.8668,0.9702,12.5757,1.407,-5525.25,2653.5,605.25,8777.0,1.2725,1.9738,71.9444,1.9,84.525,8.7932,66.2803,86.7223,118.023,79.27,3.05,348.3264,9.9561,134.5018,719.9646,1.286,141.9027,624.7309,229.4006,4.537,4.751,2861.0,0.9311,0.9549,4.8475,-3.7536,10.4387,110.7482,17.17,23.7536,31.3918,688.5728,0.9155,148.74,607.5609,108.9295,,-0.0106,-0.003,-0.0025,0.0165,0.0026,-0.0274,-0.0189,0.0107,7.6841,0.1349,0.1137,2.4604,0.9888,1804.682,0.2029,9656.05,-0.0014,-0.0012,0.0012,-0.0003,0.0,-0.0158,-0.0005,-0.0003,-0.0561,-0.0134,0.0002,0.0073,0.0125,0.9763,101.049,230.9564,0.0,0.938,0.0,809.3271,0.991,58.8668,0.5849,0.9632,6.2876,15.85,3.202,15.87,2.822,3.398,-1.56,0.9985,2.3936,1017.0267,41.0626,330,85.6,76.1,74.0,384.678,0.7449,4.05,0.0067,0.1179,0.0661,0.0427,0.0222,9.1416,3.984,10.677,0.4594,0.31,0.0611,1552,290,8907,0,0.132,0.041,0.168,5.6,2.0,0.165,0.508,0.8986,0.1371,0.3487,0.6637,0.9576,0.3441,0.345,21.07,0.496,6.18,25.091,0.2068,64.25,0.207,9.08,19.69,0.312,6.99,20.96,9.08,11.753,33.47,0.1156,7.14,20.96,34.006,0.0733,0.0338,0.0192,0.0183,0.0401,0.0825,0.0713,0.0194,4.4412,0.002,0.0083,0.0748,0.0028,158.61,0.0546,882.0996,0.0165,0.0164,0.0026,0.0059,0.0039,1.0968,3.7258,0.0,0.0155,1.6359,0.0257,0.212,0.12,16.48,5.2848,6.4957,6.4902,6.7642,,,0.0023,0.0069,16.2748,696.7062,0.0,60.8701,0.0,0.0,105.2632,110.0,28.0078,241.8988,122.0734,31.2183,690.6949,0.0,768.0,110.574,0.0,300.5464,377.2487,180.8858,0.0,0.0,19.4211,0.0,,,,,,,,1.0594,0.7241,261.028,0.6673,4.62,0.0606,531.8455,2.2544,8.64,,,,0.5022,0.0097,-1
